21 916
20	21
3	30
8	31
9	31
10	31
11	31
12	31
13	31
14	31
15	31
18	31
6	32
19	32
3	105
8	105
9	105
10	105
11	105
12	105
13	105
14	105
15	105
18	105
6	106
7	106
5	107
2	109
4	114
20	123
5	128
20	144
4	159
16	210
3	215
6	216
8	216
9	216
10	216
11	216
12	216
13	216
14	216
15	216
18	216
19	219
17	223
16	231
6	237
8	237
9	237
10	237
11	237
12	237
13	237
14	237
18	237
2	252
4	253
21	262
1	299
3	315
8	315
6	316
9	316
10	316
11	316
12	316
13	316
14	316
15	316
18	316
20	328
3	348
6	349
8	349
9	349
10	349
11	349
12	349
13	349
14	349
15	349
18	349
21	355
3	388
8	388
9	388
10	388
11	388
6	389
12	389
13	389
14	389
15	389
18	389
21	454
7	495
20	535
21	542
16	544
3	565
8	565
9	565
10	565
11	566
12	566
13	566
14	566
15	566
18	566
6	570
19	570
16	573
17	574
2	618
5	618
4	621
1	682
20	702
3	784
8	784
9	784
10	784
11	784
12	784
13	784
14	784
15	784
18	784
6	788
19	789
16	794
17	794
5	820
2	830
16	836
5	841
4	842
