21 916
11	39
2	60
8	61
9	61
10	61
12	61
13	61
5	62
6	63
16	69
19	69
18	75
2	86
8	86
9	86
10	86
12	86
13	86
5	87
14	87
3	95
7	99
21	101
4	105
15	105
14	108
1	112
11	127
17	127
17	152
2	291
8	291
9	291
10	291
12	291
13	291
5	294
6	294
16	299
7	305
2	320
3	320
8	320
9	321
10	321
12	321
13	321
1	322
5	322
4	329
18	331
20	337
11	346
20	418
17	529
2	546
8	546
9	546
10	546
12	546
13	546
5	547
6	550
16	554
18	567
2	574
5	574
8	574
9	574
10	574
12	574
13	574
1	576
3	589
20	630
4	651
4	734
20	740
2	785
8	785
9	785
10	785
12	785
13	785
6	790
5	792
18	795
21	795
16	796
3	804
3	828
