13 916
1	59
2	59
4	59
5	59
7	131
8	134
1	155
2	155
4	155
5	155
11	215
10	225
1	231
2	231
4	231
5	231
1	273
2	273
4	274
5	274
13	283
2	340
1	341
4	341
5	341
2	361
1	362
5	362
7	422
1	424
2	424
4	424
5	424
8	428
9	451
13	470
1	482
2	482
4	482
5	482
3	522
1	545
2	545
4	545
6	545
5	546
12	547
10	590
11	590
2	600
1	601
4	601
5	601
6	601
11	611
2	637
1	638
5	638
4	643
7	733
8	737
12	748
8	758
2	767
1	768
4	768
5	768
6	768
3	774
3	795
1	797
2	797
6	797
5	798
8	801
13	833
1	846
2	846
4	846
5	846
6	850
13	855
1	885
2	885
5	885
6	885
4	888
12	888
