15 916
14	31
1	32
12	32
10	36
15	36
5	37
11	37
2	39
7	39
8	39
9	39
6	41
13	43
4	46
1	147
12	147
14	147
15	149
5	154
10	154
11	154
2	155
7	155
8	155
9	156
6	160
1	174
12	174
14	174
4	334
1	339
12	339
14	339
10	343
5	344
8	344
7	345
11	345
2	346
6	346
9	346
13	349
4	355
13	370
12	487
14	487
1	488
15	489
10	493
5	494
11	494
7	495
8	495
2	496
9	496
6	498
3	501
4	502
1	631
12	631
14	631
15	631
10	635
5	637
2	639
7	639
8	639
9	639
11	639
6	641
4	644
3	668
1	755
12	755
14	755
10	756
2	758
5	762
9	762
7	764
11	764
15	764
8	765
6	767
4	771
1	885
12	885
14	885
10	886
15	887
2	890
5	893
7	893
9	893
11	893
8	894
6	896
4	901
3	906
