20 916
2	21
3	21
4	21
5	21
6	21
7	21
8	21
9	21
10	21
11	21
12	21
13	21
14	21
15	21
19	21
20	21
16	22
1	24
17	39
18	78
1	84
4	100
5	100
6	100
10	100
2	104
7	104
16	104
19	105
8	107
9	108
12	108
18	109
20	109
3	118
11	119
5	121
10	121
19	126
18	130
17	131
14	138
4	142
5	142
6	142
10	142
7	145
16	146
19	147
17	152
20	152
18	199
11	208
18	228
19	231
4	235
5	235
6	235
10	235
15	237
7	239
12	242
8	244
13	244
20	245
18	249
19	255
5	257
6	257
10	257
7	263
20	266
3	273
19	273
18	277
4	283
5	283
6	283
10	283
7	289
3	294
18	299
11	321
16	324
14	340
18	342
17	348
14	362
18	363
13	368
17	374
17	399
3	401
10	412
4	413
5	413
6	413
15	413
7	417
20	419
19	420
9	421
12	422
8	423
12	443
18	475
19	483
4	487
5	487
6	487
10	487
7	493
3	508
13	515
11	535
14	540
18	558
17	563
19	567
4	579
5	579
6	579
10	579
7	584
12	587
8	588
20	588
9	589
15	589
3	634
19	672
13	680
4	684
5	684
6	684
10	684
7	690
8	691
12	707
2	725
17	744
18	744
18	766
18	787
17	810
5	812
10	812
4	813
6	813
7	818
18	818
19	819
9	820
15	820
12	822
8	823
17	831
12	859
19	903
4	905
5	905
6	905
10	905
20	909
7	912
8	913
