DIV6,DIV9,DIV12,DIV15,DIV18,DIV21
25.5216693418941,28.8343558282209,26.5753424657534,30.1652892561983,24.6284501061571,29.9781181619256
24.7637051039698,23.5404896421846,21.6768916155419,25.9016393442623,24.6753246753247,28.3367556468172
21.9512195121951,23.906083244397,26.1363636363636,33.6633663366337,26.3269639065817,29.7385620915033
25.1685393258427,30.2036199095023,27.5092936802974,27.2727272727273,22.4956063268893,34.051724137931
21.2121212121212,26.5997490589711,27.4390243902439,31.1715481171548,25.705329153605,25
