DIV6,DIV9,DIV12,DIV15,DIV18,DIV21
15.6985871271586,17.1379605826907,21.0526315789474,21.875,21.2244897959184,22.5296442687747
15,15.3846153846154,21.7791411042945,19.1256830601093,21.5596330275229,22.7390180878553
14.306784660767,18.89699918897,15.016501650165,20,22.3188405797101,23.1754161331626
15.450643776824,19.5038494439692,19.1458026509573,21.7241379310345,17.4134419551935,20.364238410596
18.4804928131417,18.5964912280702,20.2626641651032,20.983606557377,19.9203187250996,23.7569060773481
