DIV6,DIV9,DIV12,DIV15,DIV18,DIV21
30.3703703703704,29.6875,23.2510288065844,21.4446952595937,26.3333333333333,26.6423357664234
25.9852216748768,22.9477611940299,20.7364341085271,28.2352941176471,23.7113402061856,28.8461538461538
23.0024213075061,19.4055944055944,23.7606837606838,18.8095238095238,23.4848484848485,26.2697022767075
21.3282247765006,21.5561224489796,30.4832713754647,28.9473684210526,25,25.3012048192771
25.177304964539,24.1463414634146,28.1437125748503,25.3561253561254,20.4724409448819,17.4142480211082
