25 916
21	21
22	21
23	39
5	70
8	73
3	79
24	114
21	119
3	122
23	126
22	130
4	139
7	139
15	140
6	141
10	141
14	141
1	142
9	143
16	143
17	144
11	145
12	148
25	148
13	152
20	153
18	154
11	173
25	181
21	187
20	209
5	218
2	237
3	237
1	241
7	242
15	242
14	245
9	246
4	251
16	251
3	258
5	281
3	301
4	306
5	322
10	337
3	347
4	359
21	386
11	390
18	401
2	405
17	424
21	467
3	495
8	511
19	513
5	526
4	544
10	544
19	553
18	559
21	559
23	567
25	570
18	580
4	603
18	623
17	642
18	644
13	651
20	652
8	659
24	664
25	669
9	672
5	675
23	713
10	714
11	721
18	727
9	746
23	748
20	751
18	769
18	791
3	798
2	826
6	853
21	855
21	901
22	910
18	912
3	913
