25 916
1	21
11	21
12	21
21	31
6	59
14	92
17	102
21	104
13	117
12	120
11	124
1	135
13	138
5	142
3	163
2	165
23	180
13	192
9	233
1	237
6	251
7	257
10	263
16	277
3	286
8	292
13	305
6	307
15	311
2	319
3	320
4	321
20	324
17	338
9	363
18	363
3	370
10	371
11	372
13	373
4	386
3	391
17	397
22	400
20	402
7	411
3	414
14	415
10	416
17	422
8	423
20	423
2	424
16	430
6	436
3	437
7	437
10	437
9	445
10	462
10	488
3	508
20	508
10	519
3	529
9	541
10	545
4	560
10	570
3	575
2	583
12	604
13	605
11	606
10	613
13	644
6	646
1	654
7	654
20	655
5	662
19	666
17	668
16	676
17	689
7	697
21	700
13	707
20	721
18	723
13	728
21	729
10	748
24	765
9	777
14	778
2	783
6	795
7	799
4	818
7	820
7	841
18	850
1	857
10	863
5	864
25	875
19	903
11	905
