23 916
1	21
12	21
13	23
20	48
1	77
17	78
18	78
8	82
3	83
6	83
14	83
4	84
5	84
16	84
21	85
10	86
9	87
7	89
2	93
22	97
2	132
20	155
12	171
19	197
12	201
1	208
2	217
1	229
19	261
23	269
20	279
11	289
19	290
2	321
17	334
18	334
8	335
15	337
5	338
7	339
4	340
21	340
16	341
19	341
6	342
9	342
14	342
3	343
10	343
22	347
20	349
2	365
22	368
19	373
3	392
13	400
22	407
11	408
20	415
2	422
22	428
20	442
17	450
19	452
16	454
8	455
4	456
5	456
14	456
22	456
3	457
10	459
7	460
21	460
9	463
2	464
1	465
22	478
1	492
13	494
22	508
19	514
11	517
2	524
22	529
11	539
20	553
17	557
18	557
6	562
8	562
4	563
5	563
13	563
21	563
15	564
14	565
3	566
22	566
7	567
9	568
16	568
23	572
2	574
1	582
2	640
15	644
13	659
17	665
18	665
4	672
8	672
5	673
7	674
14	674
16	674
21	675
23	676
3	677
9	677
10	680
11	700
13	703
2	707
19	708
17	713
18	713
12	715
21	718
7	720
6	721
16	722
11	724
20	724
9	725
1	734
19	757
20	775
19	783
13	785
2	793
11	795
20	797
1	801
19	810
22	816
11	838
19	857
23	861
19	880
2	897
