24 916
14	27
22	27
17	30
3	32
9	38
5	39
10	45
11	58
17	60
15	90
13	92
24	94
17	103
12	108
4	113
13	113
17	125
7	185
17	189
12	190
16	199
17	210
11	218
16	220
11	268
12	283
16	287
17	289
10	295
24	295
15	305
17	310
12	325
9	369
23	379
17	381
7	385
12	440
11	441
14	450
12	461
1	477
8	477
24	482
12	487
9	494
16	498
21	522
11	525
18	536
19	538
20	540
14	541
16	543
12	544
2	555
11	556
7	563
1	568
11	580
22	585
11	601
12	605
22	613
11	622
12	626
4	628
6	632
5	634
8	638
15	639
24	644
23	647
11	663
11	733
12	734
16	745
3	748
9	757
7	758
16	766
13	781
8	804
24	804
23	809
15	810
1	826
2	826
4	826
6	830
23	830
10	838
5	845
7	861
4	868
5	873
17	873
6	883
13	887
4	911
7	911
