24 916
6	21
17	21
12	22
15	23
1	29
21	31
4	33
18	34
9	42
19	45
17	46
20	46
2	57
23	62
9	63
20	67
5	68
7	76
14	84
13	88
3	92
24	97
2	100
14	106
8	118
20	121
21	139
3	150
16	156
19	157
24	164
11	171
24	186
20	201
23	207
2	221
4	228
1	233
18	235
9	242
19	261
9	263
6	276
22	278
14	281
21	306
15	312
18	314
17	321
7	327
2	331
7	348
11	368
24	376
11	417
11	438
14	459
9	462
16	467
4	470
1	475
10	482
13	487
5	495
22	499
10	503
3	522
10	524
2	566
6	566
12	587
10	594
21	600
15	608
12	609
18	611
19	616
17	618
7	627
8	641
14	643
9	659
19	700
4	705
1	711
5	756
19	758
10	765
11	767
19	791
22	804
2	806
19	812
24	814
9	883
20	889
1	906
6	907
14	913
