12 916
5	21
10	21
9	22
7	23
1	26
4	45
4	71
9	74
5	76
7	77
6	84
5	108
7	110
9	142
10	142
5	143
1	145
7	145
9	184
12	184
5	185
7	187
11	195
4	209
9	224
5	225
7	228
11	230
3	240
11	271
9	272
10	272
5	273
7	275
9	314
10	315
5	317
7	318
9	353
12	353
5	354
7	354
8	389
9	396
10	396
5	397
7	402
7	436
5	439
6	443
9	477
10	477
5	479
7	480
8	510
10	522
9	524
5	527
7	528
6	564
9	570
10	570
7	575
8	587
9	614
10	614
7	617
10	650
9	651
7	656
7	695
5	697
4	738
9	742
2	743
7	747
5	750
9	780
7	783
2	794
4	831
9	833
7	840
7	879
4	890
7	906
9	906
3	912
