11 916
1	21
4	21
6	21
7	66
9	82
1	83
2	83
4	84
1	144
2	144
4	146
5	175
1	206
2	206
4	207
10	249
1	268
2	268
4	268
1	323
2	323
4	324
1	378
2	378
4	379
1	426
2	426
5	427
4	428
7	459
1	460
2	460
4	461
1	507
2	507
4	508
11	509
11	534
1	548
2	548
4	548
10	548
7	558
5	568
10	573
8	589
10	594
1	602
2	602
4	603
10	615
4	624
6	637
1	654
2	654
4	655
1	692
2	692
4	692
3	703
8	703
1	738
2	738
9	738
4	740
10	742
2	777
9	777
1	778
3	778
4	778
8	778
10	778
1	804
2	804
4	804
10	805
7	807
3	827
1	856
2	856
4	858
5	867
5	893
6	895
1	899
2	899
4	900
11	910
