26 916
3	21
20	21
8	24
7	50
22	56
26	57
4	60
15	64
13	74
9	84
21	90
18	102
10	106
14	115
4	126
6	132
13	147
2	148
3	148
1	160
6	164
8	165
6	187
24	191
22	207
20	214
21	216
23	224
25	236
18	238
6	248
25	260
19	277
4	294
7	296
3	297
19	298
6	308
26	308
15	309
12	316
9	328
22	331
6	333
3	334
24	342
9	349
12	358
23	361
20	372
8	381
14	384
1	396
10	412
25	421
23	428
13	442
25	457
13	467
13	490
16	494
3	499
24	506
21	514
14	516
19	517
26	517
15	519
22	530
9	541
5	550
16	553
19	553
3	556
25	556
7	558
9	562
13	566
5	571
16	574
11	584
23	589
17	609
10	611
5	638
11	657
9	680
21	686
21	711
11	720
19	724
11	741
9	743
6	749
9	764
6	770
11	783
7	787
18	791
7	808
2	819
26	821
3	823
15	825
8	837
1	846
10	860
11	880
13	900
16	908
