25 916
11	21
23	21
15	34
16	47
21	48
20	50
8	75
7	112
9	118
16	118
21	126
4	127
19	127
5	130
8	136
20	138
14	155
15	159
9	172
23	173
19	174
25	182
11	189
10	199
17	215
5	219
4	222
15	225
4	247
5	254
19	256
20	257
15	271
16	275
23	291
6	301
15	325
4	326
16	340
13	347
24	353
23	357
11	361
20	378
21	378
9	383
16	395
20	405
11	418
12	426
19	432
18	439
25	444
23	453
20	472
15	479
8	484
20	493
21	493
17	497
6	499
12	500
19	512
9	529
15	529
22	530
20	533
4	565
4	586
8	589
20	591
9	596
5	640
4	643
7	643
16	644
11	646
10	655
15	655
13	659
8	667
9	701
22	702
5	704
23	704
19	710
18	719
17	723
20	728
11	730
15	760
18	760
14	765
6	795
8	795
20	795
9	799
15	804
11	814
22	842
2	844
3	848
1	849
25	864
15	871
17	871
7	873
4	886
5	891
20	893
