18 685
4	21
7	21
9	21
10	21
11	21
14	21
16	21
18	21
12	22
8	31
2	38
17	38
1	39
16	42
3	49
6	62
5	65
10	65
15	70
9	74
14	79
16	82
12	84
8	91
13	109
11	115
2	123
16	127
6	141
9	169
11	169
16	169
12	170
6	173
7	173
5	178
15	178
14	197
2	203
4	209
16	209
6	215
12	243
13	247
16	255
6	263
9	274
7	282
6	284
8	288
16	300
2	304
8	321
17	328
16	357
8	380
13	406
6	410
7	422
16	425
6	437
9	455
6	472
16	514
8	525
9	535
6	553
11	580
8	590
6	593
13	622
9	642
1	647
10	647
6	650
4	652
7	652
12	652
14	653
15	657
3	661
5	662
1	668
10	671
16	672
4	673
14	674
18	680
12	682
