28 916
2	21
14	24
18	30
6	32
19	33
16	51
1	53
19	55
4	56
12	68
8	73
10	77
5	80
28	86
2	88
11	89
19	90
18	91
6	95
26	95
13	96
9	98
10	98
14	98
2	109
12	138
18	143
23	160
21	184
20	191
27	197
19	201
14	205
3	217
5	269
4	283
14	310
21	311
25	314
11	315
2	320
1	365
14	373
3	379
24	379
27	392
2	393
15	419
6	445
26	445
13	446
4	447
8	450
12	454
18	474
11	478
5	506
21	509
7	510
15	510
2	511
14	534
18	537
1	540
22	555
26	568
7	582
11	582
16	585
14	599
2	600
10	607
15	607
19	625
28	636
16	642
17	644
12	664
18	696
25	704
14	714
21	729
14	738
2	750
25	761
12	767
18	769
2	771
15	783
24	783
10	786
21	799
2	813
4	826
11	865
15	874
25	887
5	889
6	894
26	894
13	895
14	912
1	913
