DIV1,DIV2,DIV3,DIV4,DIV5,DIV6,DIV7,DIV8,DIV9,DIV10,DIV11,"DIV12,",DIV13,DIV14
93210.304,83890.811,78251.649,95282.078,96627.358,117603.404,122360.731,143242.154,161924.195,181137.023,182257.889,201061.333,215155.447,218933.075
95778.547,88073.818,78618.683,91278.582,99600.725,120135.94,128292.569,140438.577,166063.211,197591.449,203147.782,210338.829,210225.895,224190.135
88212.226,77616.301,80722.071,89302.244,93532.572,105835.723,128670.896,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81153.403,63667.82,67226.513,71735.422,76960.217,88918.269,107524.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75924.644,59284.89,65515.569,74612.406,82124.783,91041.421,99505.794,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81891.58,73448.674,86123.117,92721.308,110167.048,125288.535,139060.787,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98638.985,71956.94,84496.874,98777.373,110407.063,135836.533,154027.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96732.026,76078.431,86368.748,94240.265,102828.225,116332.901,137863.691,157020.053,NaN,NaN,NaN,NaN,NaN,NaN
73863.899,55717.032,62870.101,92520.851,93812.119,112854.546,126988.186,143626.128,NaN,NaN,NaN,NaN,NaN,NaN
116939.639,77939.254,95485.307,99709.075,112259.417,132504.992,138208.139,147502.574,NaN,NaN,NaN,NaN,NaN,NaN
93041.138,93194.925,100759.304,107397.03,117582.11,129704.239,151130.566,167124.787,NaN,NaN,NaN,NaN,NaN,NaN
100407.536,80384.468,92834.193,100279.389,111081.93,126364.228,134611.204,154114.836,NaN,NaN,NaN,NaN,NaN,NaN
84690.504,55224.913,76760.967,97007.138,102017.82,124729.514,134145.353,156014.944,172342.319,194403.898,205556.091,207001.641,207676.419,215756.818
94855.825,86151.48,95869.332,97729.913,121521.186,139329.005,156424.328,177483.621,209246.196,226493.98,232437.111,239622.511,236178.036,238992.906
115816.993,88366.013,91998.533,96033.086,110949.215,130675.468,147601.391,172587.95,190431.458,NaN,NaN,NaN,NaN,NaN
119677.047,84582.853,88424.185,91589.149,105129.549,126180.71,140139.303,170202.227,185693.894,NaN,NaN,NaN,NaN,NaN
79108.035,65067.282,82249.54,110954.438,113123.472,145881.977,165007.282,177743.369,203943.964,NaN,NaN,NaN,NaN,NaN
109311.803,80076.894,85733.542,95708.402,107252.979,129365.438,138733.28,162454.983,184321.751,NaN,NaN,NaN,NaN,NaN
112341.407,87535.563,92947.176,103359.653,111327.592,130627.471,146356.298,161257.886,178260.04,NaN,NaN,NaN,NaN,NaN
61899.27,49688.581,61704.095,86682.184,91810.109,101950.807,128775.36,145913.034,165653.827,181715.808,NaN,NaN,NaN,NaN
101007.305,87366.398,102360.191,102569.118,112993.581,130088.213,142748.069,157773.885,173553.532,205276.58,NaN,NaN,NaN,NaN
122199.154,92810.458,96450.94,102340.428,120476.413,123600.178,143640.245,175479.05,192012.529,211535.925,NaN,NaN,NaN,NaN
109296.424,90011.534,93839.351,107509.963,107236.037,121722.657,148948.124,166924.33,186165.392,206267.572,NaN,NaN,NaN,NaN
113863.899,99715.494,104395.819,112744.435,118327.57,141505.8,159535.649,187170.501,207594.542,225469.108,NaN,NaN,NaN,NaN
137039.6,87412.534,103356.83,126279.527,117528.46,135187.165,159422.715,182633.393,206434.149,232033.373,237920.037,241553.675,258677.232,259137.437
109542.484,74771.242,89559.168,99028.65,107927.846,116584.178,140176.007,169236.645,185606.37,223317.722,228289.624,234783.306,243851.874,241714.606
115570.934,91718.57,101007.811,110296.6,125816.049,141957.534,164177.22,183827.666,203726.566,230655.583,238501.645,NaN,NaN,NaN
91057.286,74755.863,83703.56,103266.483,103793.934,129371.085,145097.088,159549.766,186532.426,218938.722,227307.102,NaN,NaN,NaN
105774.702,79584.775,92981.056,102507.005,110793.911,131231.666,140215.533,164154.633,185979.051,202825.921,214266.095,NaN,NaN,NaN
83967.705,69757.785,77989.12,89271.187,96757.249,119576.918,132284.771,159312.605,178869.881,195761.924,196860.204,NaN,NaN,NaN
66974.241,66620.531,74835.45,91462.099,97463.176,124557.29,140068.72,161074.369,179293.382,203723.743,206662.84,NaN,NaN,NaN
80722.799,77231.834,81769.573,91140.238,103248.958,116928.625,134489.8,153502.171,176659.206,201021.807,210352.945,215638.238,NaN,NaN
60161.476,57946.943,93240.803,104093.722,109365.114,131494.236,147914.782,171622.367,187088.624,206564.023,206575.316,213803.067,NaN,NaN
97393.31,86597.463,85902.942,94847.283,108712.837,124571.407,142372.565,160529.465,183621.562,202927.561,210869.617,219977.711,NaN,NaN
96163.014,73879.277,81902.27,100767.827,105248.145,120610.261,138275.899,163999.349,169140.652,208260.85,214537.135,228732.889,NaN,NaN
69065.744,53179.546,91267.288,109850.512,121015.742,140224.003,150774.825,174366.654,195423.123,215906.455,219455.393,226558.917,NaN,NaN
102022.299,82199.154,92678.958,100363.126,109514.771,133374.581,145924.327,166269.315,182108.252,209785.454,214486.315,221493.845,220217.695,229862.225
117416.378,81184.16,95666.052,109373.585,119171.859,126488.454,143945.166,166653.289,185628.957,200347.028,201267.437,216219.846,215370.02,216632.053
93717.801,73125.721,82938.435,90514.026,101286.479,123546.534,142245.515,159648.583,179753.587,194638.235,207586.072,216104.089,222518.717,NaN
116985.775,87304.883,98867.719,104477.272,114114.594,140224.003,157610.131,178663.777,195242.43,220646.843,232928.372,235212.454,243439.667,NaN
95424.837,85982.314,103754.921,105163.433,118327.57,137033.629,155035.245,176232.882,195027.856,212015.893,233639.853,242313.154,252132.73,NaN
117462.514,82614.379,94985.627,101611.206,117686.587,129289.208,143705.182,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108542.868,72695.117,96236.367,102480.909,117728.943,140746.321,154871.491,166870.686,181255.603,208145.093,213181.932,225754.265,233555.153,NaN
97962.322,76124.567,95262.314,109836.674,114721.692,137835.458,152561.999,183390.048,203455.526,218413.581,223780.75,238174.137,236062.279,240305.759
114371.396,84429.066,92630.961,107882.666,119174.683,141940.594,159645.759,166373.778,178262.863,202249.96,222188.386,224221.191,229690.001,215302.26
107589.389,87720.108,94234.619,100622.908,113417.138,130000.689,150052.05,176879.426,196970.314,216200.082,226400.81,237013.745,238495.998,231144.021
123844.675,90565.167,99884.122,104813.293,119256.57,139961.433,160329.008,164027.583,183929.306,190112.421,212713.258,224551.522,223707.343,223789.22
108758.17,81091.888,87277.909,98304.642,109322.758,126914.779,152240.138,173787.869,188311.13,216140.792,229503.66,248129.234,251737.463,252367.068
144795.121,NaN,NaN,NaN,NaN,NaN,NaN,181086.187,193751.054,NaN,210145.05,222556.924,227552.707,227434.643
146437.341,NaN,NaN,NaN,NaN,NaN,NaN,155442.739,184865.913,NaN,214083.319,226049.924,225392.14,228252.656
135902.423,NaN,NaN,NaN,NaN,NaN,NaN,184464.497,186329.904,NaN,212153.82,224007.421,222217.912,222111.655
144254.624,NaN,NaN,NaN,NaN,NaN,NaN,175336.482,179126.328,NaN,217592.298210526,212737.392,229838.084,230963.063
163220.663,NaN,NaN,NaN,NaN,NaN,NaN,195925.114,206006.072,NaN,228552.876,230021.926,242359.588,239536.178
162065.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210578.512,NaN,228984.652,239505.819,249131.388,245958.846
174632.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217805.701,NaN,222936.414,234068.14,247323.326,243606.004
135417.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200964.75,NaN,218024.962,223182.661,231956.485,223051.105
156045.918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,207491.989,NaN,227992.916,230897.285,240575.139,234590.993
156896.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,202659.808,NaN,210187.215,218028.335,225390.454,229735.2
171584.821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,229153.314,226329.904,239271.378,240038.792
160735.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217286.22,217952.437,229497.386,234000.675
130337.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226560.971,228601.788,233966.942,NaN
143142.538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,213550.346,218271.209,230139.99,NaN
135571.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223376.623,231673.132,238311.688,NaN
149975.287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,228551.189,234638.219,237986.17,NaN
147952.806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217051.779,222489.459,230834.879,NaN
138591.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,212948.221,221860.347,229225.839,NaN
144204.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197389.104,209461.967,211447.124,NaN
136388.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,195324.675,207176.59,209316.917,NaN
180025.299,NaN,NaN,NaN,NaN,NaN,NaN,190789.341,196638.556,198667.566,214683.758,222447.293,230003.373,230163.603
195199.865,NaN,NaN,NaN,NaN,NaN,NaN,195722.719,NaN,215869.455,230190.589,233120.256,238158.205,236294.485
180264.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219718.334,NaN,238170.012,238256.03,230969.809
184680.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,205476.472,NaN,221448.811,224970.484,222556.924
178471.918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,208475.291,NaN,222960.027,225145.893,222447.293
198709.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219308.484,NaN,230959.69,232052.623,229866.757
191119.919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217340.192,NaN,NaN,234275.595,239981.447
191664.699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209848.204,NaN,NaN,227036.6,235019.396
196456.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219858.323,NaN,NaN,236432.788,231275.089
197621.859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,212268.511,NaN,NaN,233024.119,235510.204
193617.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209522.685,NaN,NaN,223201.214,230836.566
166734.694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,212550.177,NaN,NaN,227050.093,228711.418
185712.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,206478.327,NaN,NaN,NaN,228421.319
196652.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209961.208,NaN,NaN,NaN,225975.713
226727.947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209507.505,NaN,NaN,NaN,219487.266
234665.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225220.105,NaN,NaN,NaN,240760.668
203956.822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,235828.976
181620.847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226584.584
205705.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,233251.813
198284.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219671.108
176717.828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221091.246
211020.408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224741.103
177788.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226992.748
179762.186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218837.915
