DIV1,DIV2,DIV3,DIV4,DIV5,DIV6,DIV7,DIV8,DIV9,DIV10,DIV11,"DIV12,",DIV13,DIV14
1223.961,1132.806,1380.536,1181.585,1618.588,1696.942,1772.612,1856.304,1950.759,2029.642,2041.197,2077.082,2058.53,2070.321
867.381,996.154,1118.944,1609.904,1326.634,1328.96,1421.728,1531.976,1625.27,1687.121,1714.078,1762.053,1821.756,1818.321
805.283,715.3,844.19,1251.988,1015.149,1075.029,1156.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923.479,839.635,916.221,986.618,1089.901,1166.53,1164.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN
787.176,759.918,846.098,1076.11,1015.723,1010.152,1055.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN
692.798,728.965,800.619,900.561,883.615,925.618,976.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1088.484,1212.496,1285.985,847.188,1514.796,1594.155,1643.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1114.746,1192.382,1285.992,1413.398,1491.226,1577.448,1650.15,1748.337,NaN,NaN,NaN,NaN,NaN,NaN
1229.85,1118.892,1211.458,1430.457,1507.569,1636.48,1728.211,1830.439,NaN,NaN,NaN,NaN,NaN,NaN
1260.34,1296.694,1643.783,1361.545,1560.841,1631.606,1742.301,1878.091,NaN,NaN,NaN,NaN,NaN,NaN
1108.525,1232.101,1285.909,1471.111,1483.641,1531.758,1619.877,1653.414,NaN,NaN,NaN,NaN,NaN,NaN
1187.202,1179.502,1284.773,1363.143,1542.043,1651.413,1735.163,1817.318,NaN,NaN,NaN,NaN,NaN,NaN
1029.035,1267.495,1403.138,1407.937,1586.706,1642.123,1754.423,1890.619,1904.797,1952.237,1998.986,2006.072,2015.184,2062.045
998.408,1123.504,1213.731,1514.202,1551.972,1599.478,1692.915,1767.369,1860.785,1928.273,1851.249,1890.607,2015.872,2030.338
938.029,1150.027,1265.728,1418.438,1483.989,1557.658,1631.989,1783.527,1885.616,NaN,NaN,NaN,NaN,NaN
940.006,1189.55,1329.515,1378.333,1549.688,1597.482,1750.617,1790.122,1831.921,NaN,NaN,NaN,NaN,NaN
1113.458,1269.851,1365.518,1407.067,1648.76,1640.555,1747.042,1832.403,1964.445,NaN,NaN,NaN,NaN,NaN
1124.325,1297.405,1374.177,1512.312,1610.719,1731.243,1813.039,1835.661,1922.277,NaN,NaN,NaN,NaN,NaN
977.75,1203.141,1290.293,1530.066,1459.781,1507.545,1611.602,1714.592,1824.788,NaN,NaN,NaN,NaN,NaN
1044.385,1229.388,1329.733,1418.936,1470.313,1692.571,1688.329,1771.755,1874.959,1969.325,NaN,NaN,NaN,NaN
1058.714,1110.158,1179.547,1450.573,1441.477,1667.981,1739.397,1736.14,1873.909,1935.671,NaN,NaN,NaN,NaN
2019.399,1744.426,1771.208,1347.997,1957.705,2058.426,2029.912,2050.518,2176.998,2288.099,NaN,NaN,NaN,NaN
936.873,1084.111,1278.991,1754.252,1512.878,1582.232,1640.265,1740.689,1843.453,1920.477,NaN,NaN,NaN,NaN
989.127,1214.438,1439.315,1441.495,1551.952,1596.402,1720.974,1778.212,1849.399,1986.854,NaN,NaN,NaN,NaN
1052.421,1095.953,1159.305,1334.843,1548.768,1517.803,1582.844,1736.529,1805.284,1879.931,1908.209,1936.133,1950.495,2017.769
1029.753,1118.159,1225.398,1415.623,1532.48,1628.332,1684.058,1767.282,1867.716,1939.538,1992.17,2020.442,2033.378,2042.875
1005.722,985.395,1091.634,1428.889,1460.172,1579.736,1662.602,1720.263,1790.444,1879.074,1945.383,NaN,NaN,NaN
1017.099,1099.702,1208.13,1423.606,1459.681,1573.376,1684.775,1713.108,1831.313,1904.875,1950.17,NaN,NaN,NaN
1157.149,1211.449,1293.432,1431.185,1532.12,1630.944,1731.457,1837.402,1945.754,2005.754,1980.894,NaN,NaN,NaN
1037.188,1190.545,1354.692,1487.997,1580.603,1634.346,1690.996,1759.622,1886.22,1949.189,1930.669,NaN,NaN,NaN
978.887,1191.552,1303.178,1384.436,1473.48,1569.782,1667.875,1777.543,1911.483,1991.032,1959.474,NaN,NaN,NaN
1083.788,1067.575,1121.513,1424.866,1351.806,1483.306,1579.329,1676.277,1769.713,1886.816,1898.783,1938.073,NaN,NaN
1307.996,1056.771,1197.762,1507.817,1515.848,1545.174,1671.7,1811.685,1963.021,2033.103,2032.026,2069.988,NaN,NaN
917.54,1065.813,1254.998,1351.288,1442.783,918.253,1570.207,2030.755,2017.836,1976.88,2229.002,2230.618,NaN,NaN
1167.202,1199.492,1315.667,1456.782,1558.495,1648.435,1685.853,1756.418,1863.487,1934.059,1976.361,1996.611,NaN,NaN
1026.337,1124.44,1239.215,1353.616,1402.044,1550.253,1584.284,1606.038,1802.89,1919.055,1897.393,1881.083,NaN,NaN
1045.119,1084.247,1187.712,1357.574,1473.705,1516.735,1576.762,1679.225,1754.079,1861.737,1864.903,1892.353,1930.025,1918.592
1027.507,1129.855,1217.083,1372.01,1502.38,1562.055,1662.285,1748.889,1820.884,1889.3,1941.151,1977.918,2015.359,2045.771
1036.43,1039.931,1187.442,1344.754,1431.754,1468.008,1579.107,1729.801,1780.987,1851.286,1906.689,1894.822,2003.216,NaN
912.425,1039.43,1256.806,1263.553,1444.421,1500.244,1581.098,1718.812,1774.405,1851.542,1870.639,1891.624,1918.185,NaN
1028.351,1065.187,1162.72,1350.411,1459.072,1545.096,1662.588,1744.595,1834.693,1941.704,1922.589,1949.796,2016.715,NaN
1027.288,1194.534,1257.045,1490.828,1465.662,1535.247,1626.162,1704.615,1769.585,1863.057,1905.208,1905.226,1970.175,2036.049
1201.566,1172.334,1217.49,1501.374,1589.705,1692.34,1769.423,1903.17,1939.452,2003.527,1952.187,2021.77,2062.978,NaN
1065.125,1065.237,1085.599,1585.283,1528.005,1677.415,1653.869,1700.122,1775.402,1842.201,1888.015,1832.094,1988.164,2004.32
947.562,1118.035,1225.635,1454.251,1471.605,1519.941,1609.421,1741.635,1794.321,1828.146,1764.842,1930.347,1935.853,2321.323
1125.789,1359.886,1405.761,1553.003,1627.03,1709.807,1775.056,1937.251,1990.989,2062.808,2023.214,2090.695,2134.708,2176.875
1058.164,1103.165,1305.901,1467.926,1506.126,1570.969,1684.197,1827.093,1903.383,1947.014,1977.872,2036.967,2012.604,2052.11
1305.511,1416.206,1612.645,1818.251,1875.931,1908.326,2021.233,2326.774,2180.968,2198.987,2212.049,2226.613,2222.479,2250.255
1011.138,NaN,NaN,NaN,NaN,NaN,NaN,1625.965,1647.597,NaN,1733.041,1749.361,1799.065,1815.906
1006.613,NaN,NaN,NaN,NaN,NaN,NaN,1573.656,1603.519,NaN,1720.59,1750.863,1836.558,1872.645
1083.627,NaN,NaN,NaN,NaN,NaN,NaN,1564.206,1656.796,NaN,1786.653,1810.977,1894.562,1852.994
1098.484,NaN,NaN,NaN,NaN,NaN,NaN,1579.42,1620.97,NaN,1674.693,1728.114,1769.976,1782.216
1128.334,NaN,NaN,NaN,NaN,NaN,NaN,1556.232,1625.591,NaN,1705.836,1726.02,1785.223,1797.528
1068.691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1680.045,NaN,1746.423,1805.929,1848.495,1848.183
1353.959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1656.306,NaN,1743.911,1792.185,1822.519,NaN
1132.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1610.888,NaN,1759.321,1784.783,1833.495,NaN
1073.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1636.82,NaN,1696.083,1757.01,1789.637,NaN
1131.403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1613.092,NaN,1719.923,1778.584,1818.971,NaN
1092.339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1740.13,1789.615,1827.628,1851.783
1012.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1671.62,1700.827,1744.08,1755.171
941.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1688.713,1687.072,1726.223,1754.57
